Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Last Modified,Collector Number,Alter,Proxy,Purchase Price
1,1,Immersturm Predator,fdn,Near Mint,English,,,2025-07-05 00:29:30.387000,660,False,False,
1,1,Inspired Inventor,mh3,Near Mint,English,,,2025-01-08 21:49:55.733000,32,False,False,0.02
1,1,Inspired Sphinx,scd,Near Mint,English,,,2025-01-08 21:49:55.733000,55,False,False,0.18
1,1,Kindred Dominance,woc,Near Mint,English,,,2025-01-08 21:49:55.733000,113,False,False,9.45
1,1,Lightning Bolt,2x2,Near Mint,English,,,2025-01-29 02:58:31.633000,117,False,False,
1,1,Lightning Greaves,plst,Near Mint,English,,,2025-02-21 02:24:23.920000,CMM-398,False,False,
1,1,Lightning Greaves,scd,Near Mint,English,,,2025-01-08 21:49:55.733000,269,False,False,5.12
3,3,Lightning Helix,rvr,Near Mint,English,,,2025-01-11 03:07:19.960000,197,False,False,0.26
1,1,Lightning Mauler,inr,Near Mint,English,,,2025-02-22 21:51:35.503000,163,False,False,
1,1,Lightning Runner,m3c,Near Mint,English,,,2025-01-08 21:49:55.733000,215,False,False,0.19
1,1,Lightning Skelemental,plst,Near Mint,English,,,2025-02-21 03:21:54.967000,MH1-208,False,False,
1,1,Lightning Volley,bng,Near Mint,English,,,2025-01-08 21:49:55.733000,101,False,False,0.08
1,1,Lightning-Rig Crew,cmr,Near Mint,English,,,2025-03-05 00:50:04.173000,190,False,False,
3,3,Mountain,soi,Near Mint,English,,,2025-01-08 21:49:55.733000,292,False,False,0.09
1,1,Mountain,akh,Near Mint,English,,,2025-01-08 21:49:55.733000,264,False,False,0.18
7,7,Mountain,vow,Near Mint,English,,,2025-01-12 06:30:14.127000,274,False,False,0.19
5,5,Mountain,snc,Near Mint,English,,,2025-03-05 01:56:46.643000,278,False,False,
3,3,Mountain,dmu,Near Mint,English,,,2025-01-08 21:49:55.733000,273,False,False,0.07
10,10,Mountain,scd,Near Mint,English,,,2025-01-08 21:49:55.733000,345,False,False,0.06
10,10,Mountain,woe,Near Mint,English,,,2025-01-09 22:36:03.060000,274,False,False,
6,6,Mountain,mh3,Near Mint,English,,,2025-01-08 21:49:55.733000,316,False,False,0.08
7,7,Mountain,j25,Near Mint,English,,,2025-01-08 21:49:55.733000,90,False,False,0.08
1,1,Mountain,inr,Near Mint,English,,,2025-02-22 18:42:39.297000,295,False,False,
1,1,Mountain,inr,Near Mint,English,,,2025-02-15 03:06:54.647000,294,False,False,
3,3,Mountain,tdm,Near Mint,English,,,2025-04-21 05:53:34.557000,283,False,False,
2,2,Mountain,tdm,Near Mint,English,,,2025-04-21 05:53:34.557000,284,False,False,
2,2,"Niv-Mizzet, the Firemind",p30a,Near Mint,English,foil,,2025-01-08 21:49:55.733000,14,False,False,0.95
1,1,Rage-Scarred Berserker,thb,Near Mint,English,,,2025-03-06 21:47:52.423000,113,False,False,
1,1,Rune-Scarred Demon,ima,Near Mint,English,,,2025-01-08 21:49:55.733000,106,False,False,3.44
1,1,Sacred Fire,mid,Near Mint,English,,,2025-03-06 21:19:51.927000,239,False,False,
2,2,Scattered Thoughts,vow,Near Mint,English,,,2025-03-06 22:26:33.460000,74,False,False,
1,1,Scorned Villager // Moonscarred Werewolf,inr,Near Mint,English,,,2025-02-22 21:51:00.047000,212,False,False,
1,1,Scoured Barrens,m20,Near Mint,English,,,2025-03-05 02:40:06.710000,251,False,False,
1,1,Scoured Barrens,m20,Near Mint,English,,,2025-03-04 00:08:28.320000,251,False,False,0.11
1,1,Shady Traveler // Stalking Predator,mid,Near Mint,English,,,2025-03-05 01:09:48.673000,120,False,False,
1,1,Shattered Landscape,mh3,Near Mint,English,,,2025-01-25 23:07:31.933000,226,False,False,
1,1,Shattered Sanctum,vow,Near Mint,English,,,2025-01-11 21:41:20.360000,264,False,False,
1,1,Slaying Fire,eld,Near Mint,English,,,2025-01-29 03:38:22.260000,143,False,False,
1,1,Snow-Covered Forest,khm,Near Mint,English,,,2025-01-08 21:49:55.733000,285,False,False,0.92
1,1,Tattered Apparition,dmu,Near Mint,English,,,2025-01-08 21:49:55.733000,111,False,False,0.03
1,1,Wildfire Devils,scd,Near Mint,English,,,2025-01-08 21:49:55.733000,170,False,False,0.18
1,1,Wind-Scarred Crag,m20,Near Mint,English,,,2025-01-08 21:49:55.733000,260,False,False,0.07
